mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_max_samples,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,split15_test_score,split16_test_score,split17_test_score,split18_test_score,split19_test_score,split20_test_score,split21_test_score,split22_test_score,split23_test_score,split24_test_score,split25_test_score,split26_test_score,split27_test_score,split28_test_score,split29_test_score,split30_test_score,split31_test_score,split32_test_score,split33_test_score,split34_test_score,split35_test_score,split36_test_score,split37_test_score,split38_test_score,split39_test_score,split40_test_score,split41_test_score,split42_test_score,split43_test_score,split44_test_score,split45_test_score,split46_test_score,split47_test_score,split48_test_score,split49_test_score,mean_test_score,std_test_score,rank_test_score,index_features
0.42438067436218263,0.05001340415785356,0.02420229434967041,0.004164348616679744,,5,0.3,100,"{'max_depth': None, 'max_features': 5, 'max_samples': 0.3, 'n_estimators': 100}",0.8254593175853019,0.8070866141732284,0.8031496062992126,0.7779237844940867,0.8015768725361366,0.7700394218134035,0.7766097240473062,0.78580814717477,0.7884362680683311,0.783180026281209,0.7834645669291339,0.8044619422572179,0.7860892388451444,0.797634691195795,0.78580814717477,0.7989487516425755,0.797634691195795,0.7950065703022339,0.7766097240473062,0.8068331143232589,0.7847769028871391,0.7782152230971129,0.7834645669291339,0.8081471747700394,0.7818659658344284,0.7871222076215506,0.7844940867279895,0.8042049934296978,0.7936925098554534,0.7884362680683311,0.8097112860892388,0.8057742782152231,0.7939632545931758,0.7923784494086727,0.7792378449408672,0.783180026281209,0.7910643889618922,0.771353482260184,0.7950065703022339,0.8055190538764783,0.7900262467191601,0.7939632545931758,0.800524934383202,0.783180026281209,0.812089356110381,0.7910643889618922,0.7897503285151117,0.8081471747700394,0.7726675427069645,0.7950065703022339,0.7921957915575928,0.011821933234523543,73,0
2.185879626274109,0.250249704068971,0.10995197296142578,0.009171608827553919,,5,0.3,500,"{'max_depth': None, 'max_features': 5, 'max_samples': 0.3, 'n_estimators': 500}",0.8254593175853019,0.8175853018372703,0.800524934383202,0.7752956636005256,0.8055190538764783,0.7726675427069645,0.7818659658344284,0.78580814717477,0.7897503285151117,0.78580814717477,0.7782152230971129,0.800524934383202,0.7992125984251969,0.8002628120893561,0.797634691195795,0.8002628120893561,0.7910643889618922,0.7989487516425755,0.7818659658344284,0.8015768725361366,0.7939632545931758,0.7742782152230971,0.7913385826771654,0.8212877792378449,0.7963206307490145,0.7897503285151117,0.783180026281209,0.812089356110381,0.7884362680683311,0.7963206307490145,0.8136482939632546,0.8070866141732284,0.800524934383202,0.7910643889618922,0.7897503285151117,0.7844940867279895,0.7818659658344284,0.7818659658344284,0.7923784494086727,0.797634691195795,0.7926509186351706,0.7979002624671916,0.8018372703412073,0.7910643889618922,0.812089356110381,0.7950065703022339,0.783180026281209,0.8081471747700394,0.7766097240473062,0.7950065703022339,0.7946124901273016,0.011969248862006773,31,0
1.129624195098877,0.3690874650743393,0.04113775253295898,0.015246006440556991,,5,,100,"{'max_depth': None, 'max_features': 5, 'max_samples': None, 'n_estimators': 100}",0.8372703412073491,0.8110236220472441,0.7979002624671916,0.783180026281209,0.7963206307490145,0.7752956636005256,0.7647831800262812,0.7779237844940867,0.7923784494086727,0.78580814717477,0.7703412073490814,0.7979002624671916,0.7834645669291339,0.7950065703022339,0.783180026281209,0.797634691195795,0.8002628120893561,0.8107752956636005,0.7805519053876478,0.7963206307490145,0.7769028871391076,0.7703412073490814,0.7821522309711286,0.8055190538764783,0.8002628120893561,0.7871222076215506,0.7805519053876478,0.812089356110381,0.797634691195795,0.8015768725361366,0.8018372703412073,0.8057742782152231,0.7979002624671916,0.7923784494086727,0.7910643889618922,0.7726675427069645,0.7805519053876478,0.7779237844940867,0.7989487516425755,0.8068331143232589,0.8044619422572179,0.8018372703412073,0.7926509186351706,0.7884362680683311,0.8028909329829172,0.7897503285151117,0.7963206307490145,0.7989487516425755,0.771353482260184,0.7897503285151117,0.7922751180412565,0.013393099222339099,70,0
4.105122847557068,0.5013973987528726,0.13273163318634032,0.011110664711083592,,5,,500,"{'max_depth': None, 'max_features': 5, 'max_samples': None, 'n_estimators': 500}",0.821522309711286,0.8149606299212598,0.8018372703412073,0.7805519053876478,0.8068331143232589,0.7726675427069645,0.7700394218134035,0.7818659658344284,0.7923784494086727,0.7884362680683311,0.7729658792650919,0.7992125984251969,0.7874015748031497,0.80946123521682,0.7897503285151117,0.8028909329829172,0.8002628120893561,0.8002628120893561,0.7766097240473062,0.8042049934296978,0.7782152230971129,0.7703412073490814,0.7834645669291339,0.8107752956636005,0.7897503285151117,0.78580814717477,0.7766097240473062,0.8186596583442839,0.7963206307490145,0.8028909329829172,0.8044619422572179,0.8097112860892388,0.8070866141732284,0.78580814717477,0.8002628120893561,0.7884362680683311,0.7805519053876478,0.7792378449408672,0.8015768725361366,0.8028909329829172,0.7992125984251969,0.7992125984251969,0.7939632545931758,0.7910643889618922,0.8002628120893561,0.7950065703022339,0.78580814717477,0.7910643889618922,0.7897503285151117,0.7950065703022339,0.7937465553336713,0.012509500968352731,42,0
0.6470674324035645,0.1336468562985143,0.03164555072784424,0.007404988145133314,,5,0.5,100,"{'max_depth': None, 'max_features': 5, 'max_samples': 0.5, 'n_estimators': 100}",0.8307086614173228,0.8097112860892388,0.7992125984251969,0.7739816031537451,0.8042049934296978,0.7739816031537451,0.783180026281209,0.7950065703022339,0.7963206307490145,0.7936925098554534,0.7769028871391076,0.7979002624671916,0.7952755905511811,0.80946123521682,0.7871222076215506,0.7910643889618922,0.7897503285151117,0.8028909329829172,0.7805519053876478,0.8028909329829172,0.7900262467191601,0.7821522309711286,0.7887139107611548,0.8107752956636005,0.7871222076215506,0.7818659658344284,0.7779237844940867,0.8028909329829172,0.7963206307490145,0.8028909329829172,0.8018372703412073,0.8057742782152231,0.8031496062992126,0.7923784494086727,0.7923784494086727,0.7818659658344284,0.7844940867279895,0.7897503285151117,0.8002628120893561,0.7989487516425755,0.7939632545931758,0.800524934383202,0.8018372703412073,0.7897503285151117,0.8068331143232589,0.7950065703022339,0.783180026281209,0.8068331143232589,0.78580814717477,0.7950065703022339,0.7944815324497053,0.010888781998195329,32,0
3.1788532018661497,1.2758205078460665,0.12979794025421143,0.028906778712987725,,5,0.5,500,"{'max_depth': None, 'max_features': 5, 'max_samples': 0.5, 'n_estimators': 500}",0.8293963254593176,0.8175853018372703,0.7965879265091863,0.7844940867279895,0.8055190538764783,0.771353482260184,0.7726675427069645,0.783180026281209,0.8028909329829172,0.7884362680683311,0.7703412073490814,0.7965879265091863,0.7979002624671916,0.8055190538764783,0.7897503285151117,0.7989487516425755,0.797634691195795,0.8015768725361366,0.7792378449408672,0.8002628120893561,0.7847769028871391,0.7795275590551181,0.7860892388451444,0.8173455978975033,0.7844940867279895,0.7950065703022339,0.7871222076215506,0.812089356110381,0.8015768725361366,0.8068331143232589,0.8057742782152231,0.8083989501312336,0.800524934383202,0.7936925098554534,0.7950065703022339,0.783180026281209,0.78580814717477,0.7910643889618922,0.797634691195795,0.8002628120893561,0.7860892388451444,0.7992125984251969,0.8018372703412073,0.7871222076215506,0.8055190538764783,0.7936925098554534,0.7805519053876478,0.8055190538764783,0.7792378449408672,0.7950065703022339,0.7947973553240141,0.012145384396323853,30,0
0.5610865068435669,0.1414624288107956,0.02652872085571289,0.011038645332908924,,10,0.3,100,"{'max_depth': None, 'max_features': 10, 'max_samples': 0.3, 'n_estimators': 100}",0.8280839895013123,0.8110236220472441,0.8070866141732284,0.7739816031537451,0.8055190538764783,0.7647831800262812,0.7752956636005256,0.7923784494086727,0.7897503285151117,0.8002628120893561,0.7834645669291339,0.7965879265091863,0.7939632545931758,0.80946123521682,0.797634691195795,0.7989487516425755,0.7923784494086727,0.8028909329829172,0.7752956636005256,0.7963206307490145,0.7782152230971129,0.7808398950131233,0.7900262467191601,0.80946123521682,0.7752956636005256,0.7936925098554534,0.783180026281209,0.8002628120893561,0.8042049934296978,0.797634691195795,0.8018372703412073,0.8018372703412073,0.7979002624671916,0.8002628120893561,0.7739816031537451,0.7818659658344284,0.7805519053876478,0.7871222076215506,0.8028909329829172,0.7989487516425755,0.7926509186351706,0.7874015748031497,0.800524934383202,0.8002628120893561,0.8081471747700394,0.8042049934296978,0.7766097240473062,0.8107752956636005,0.7726675427069645,0.7792378449408672,0.7933521302609841,0.012865429089614877,52,0
2.650667552947998,0.23766086773469644,0.11252933025360107,0.023538985726002572,,10,0.3,500,"{'max_depth': None, 'max_features': 10, 'max_samples': 0.3, 'n_estimators': 500}",0.8254593175853019,0.8123359580052494,0.8083989501312336,0.7766097240473062,0.8042049934296978,0.7752956636005256,0.7726675427069645,0.7844940867279895,0.7936925098554534,0.7936925098554534,0.7769028871391076,0.7965879265091863,0.7874015748031497,0.8081471747700394,0.8002628120893561,0.8055190538764783,0.8002628120893561,0.8068331143232589,0.7700394218134035,0.8042049934296978,0.7808398950131233,0.7782152230971129,0.7926509186351706,0.8081471747700394,0.783180026281209,0.7950065703022339,0.78580814717477,0.8173455978975033,0.7950065703022339,0.8028909329829172,0.8110236220472441,0.8057742782152231,0.7926509186351706,0.7989487516425755,0.783180026281209,0.78580814717477,0.78580814717477,0.7818659658344284,0.8002628120893561,0.8015768725361366,0.7965879265091863,0.7900262467191601,0.8044619422572179,0.7950065703022339,0.8134034165571616,0.8042049934296978,0.783180026281209,0.8055190538764783,0.7805519053876478,0.7950065703022339,0.7951390455299527,0.012487475547060109,19,0
1.0607555675506593,0.12457602207060148,0.02872415065765381,0.003115241528968769,,10,,100,"{'max_depth': None, 'max_features': 10, 'max_samples': None, 'n_estimators': 100}",0.8228346456692913,0.8070866141732284,0.8044619422572179,0.7818659658344284,0.7950065703022339,0.7779237844940867,0.7752956636005256,0.7805519053876478,0.7950065703022339,0.7963206307490145,0.7598425196850394,0.7992125984251969,0.7939632545931758,0.80946123521682,0.7910643889618922,0.7936925098554534,0.7963206307490145,0.8002628120893561,0.7792378449408672,0.8015768725361366,0.7808398950131233,0.7755905511811023,0.7887139107611548,0.8068331143232589,0.7871222076215506,0.7910643889618922,0.7739816031537451,0.8002628120893561,0.8015768725361366,0.8028909329829172,0.800524934383202,0.8031496062992126,0.8070866141732284,0.78580814717477,0.7792378449408672,0.7884362680683311,0.783180026281209,0.7884362680683311,0.8015768725361366,0.8081471747700394,0.7900262467191601,0.800524934383202,0.7992125984251969,0.8002628120893561,0.8081471747700394,0.797634691195795,0.7844940867279895,0.8015768725361366,0.78580814717477,0.7910643889618922,0.7934840191625193,0.01159484678755774,47,0
5.039307641983032,0.19197704335754573,0.12206459999084472,0.008924741897448164,,10,,500,"{'max_depth': None, 'max_features': 10, 'max_samples': None, 'n_estimators': 500}",0.8293963254593176,0.8162729658792651,0.7992125984251969,0.7844940867279895,0.8042049934296978,0.7739816031537451,0.7766097240473062,0.7805519053876478,0.7963206307490145,0.7910643889618922,0.7690288713910761,0.7965879265091863,0.7900262467191601,0.812089356110381,0.7818659658344284,0.7963206307490145,0.797634691195795,0.8055190538764783,0.7739816031537451,0.7963206307490145,0.7847769028871391,0.7755905511811023,0.7939632545931758,0.8028909329829172,0.78580814717477,0.7910643889618922,0.7752956636005256,0.8068331143232589,0.7963206307490145,0.8068331143232589,0.8110236220472441,0.8097112860892388,0.800524934383202,0.7884362680683311,0.7936925098554534,0.7871222076215506,0.7792378449408672,0.78580814717477,0.8015768725361366,0.8068331143232589,0.7952755905511811,0.8057742782152231,0.7900262467191601,0.7871222076215506,0.8015768725361366,0.7923784494086727,0.78580814717477,0.8002628120893561,0.7844940867279895,0.7950065703022339,0.7938510593534547,0.012193964557060587,37,0
